Celebrity Name,Wikipedia Summary,Image URL,gender,profession
Mike Vogel,"Michael James Vogel (born July 17, 1979) is an American actor and former model. Vogel began acting in 2001 and has appeared in several films and series, including The Texas Chainsaw Massacre, The Sisterhood of the Traveling Pants, Grind, Poseidon, Blue Valentine, The Help, Bates Motel, Cloverfield, Under the Dome and The Case for Christ. He starred as the lead in the NBC military drama series The Brave for the 2017–18 season.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Mike_Vogel_SDCC_2014_%28cropped%29.jpg/300px-Mike_Vogel_SDCC_2014_%28cropped%29.jpg,male,American actor and former model
Mila Kunis,"Milena Markovna ""Mila"" Kunis (born August 14, 1983) is an American actress. Born in Chernivtsi, Ukraine, and raised in Los Angeles, California, Kunis began playing Jackie Burkhart on the Fox television series That '70s Show (1998–2006) at the age of 14. She has voiced Meg Griffin on the Fox animated series Family Guy since 1999.
Kunis's breakout film role was in the 2008 romantic comedy Forgetting Sarah Marshall. She gained further critical acclaim and accolades for her performance in the psychological thriller Black Swan (2010), receiving nominations for the SAG Award and the Golden Globe Award for Best Supporting Actress. Her other major films include the action films Max Payne (2008) and The Book of Eli (2010), the romantic comedy Friends with Benefits (2011), the fantasy film Oz the Great and Powerful (2013) as the Wicked Witch of the West, and the comedies Ted (2012), Bad Moms (2016) and its sequel, A Bad Moms Christmas (2017).",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Mila_Kunis_2018_%28cropped_2%29.jpg/300px-Mila_Kunis_2018_%28cropped_2%29.jpg,female,American actress
Miles Teller,"Miles Teller (born February 20, 1987) is an American actor. He made his feature film debut with the independent drama Rabbit Hole (2010), and gained wider recognition for his roles in the coming-of-age film The Spectacular Now (2013) and the Divergent film trilogy (2014–2016). His breakthrough role came in the drama Whiplash (2014) which earned him critical acclaim.
Teller went on to star in the superhero film Fantastic Four (2015) and the biographical film War Dogs (2016). He garnered worldwide success after starring in the hit action film Top Gun: Maverick (2022). In television, he has starred in the Amazon Prime Video crime drama Too Old to Die Young (2019) and the Paramount+ miniseries The Offer (2022).",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Miles_Teller_Commanders_at_Eagles_NOV2022_%28close-up%29.jpg/300px-Miles_Teller_Commanders_at_Eagles_NOV2022_%28close-up%29.jpg,male,American actor
Miley Cyrus,"Miley Ray Cyrus (, MY-lee SY-rəs; born Destiny Hope Cyrus, November 23, 1992) is an American singer, songwriter, and actress. She has been recognized for her evolving artistry and hailed as the ""Teen Queen"" of the 2000s era. She is also cited as one of the few examples of a child star with a successful music career as an adult. As the daughter of country singer Billy Ray Cyrus, she emerged as a teen idol at age 13 as the lead character in the Disney Channel television series Hannah Montana (2006–2011). As Hannah Montana, she achieved success on the Billboard charts with two number-one soundtracks and a US top-ten single. 
Her solo career started with the US number-one albums Meet Miley Cyrus (2007) and Breakout (2008); featuring the top-ten singles ""See You Again"" and ""7 Things"". The EP The Time of Our Lives (2009) reached number two in the US while its lead single ""Party in the U.S.A."" became one of the best-selling singles of all time in the country and was later certified diamond by the RIAA. The ballad ""The Climb"", also reached number four in the US. Trying to recalibrate her image, she explored dance-pop in Can't Be Tamed (2010), which received mixed reviews; however, its title track reached the top-ten in the US. She later signed with RCA Records and took a new artistic direction with the hip-hop and R&B-influenced Bangerz (2013), which became her fifth chart-topping album. Featuring the singles ""We Can't Stop"" and her first Billboard Hot 100 number-one ""Wrecking Ball"", it earned Cyrus her first Grammy Award nomination. She then dabbled in diverse genres with albums like Miley Cyrus & Her Dead Petz (2015), Younger Now (2017) and Plastic Hearts (2020). After signing with Columbia Records in 2021, Cyrus released Endless Summer Vacation (2023). Its lead single ""Flowers"" set various records and marked her second US number-one. The song won two Grammy Awards including Record of the Year and the album was nominated for Album of the Year.
Apart from music, Cyrus starred in the films Bolt (2008), Hannah Montana: The Movie (2009), The Last Song (2010), LOL (2012), and So Undercover (2013), and appeared briefly in Guardians of the Galaxy Vol. 2 (2017) and Drive-Away Dolls (2024). On television, she led and produced the documentary, Miley: The Movement (2013), served as a coach on The Voice (2016–2017), starred in the ""Rachel, Jack and Ashley Too"" episode from the Netflix series Black Mirror (2019), hosts the yearly NBC holiday special Miley's New Year's Eve Party (2021–present), and starred in and executive produced the Disney+ documentary concert special, Endless Summer Vacation (Backyard Sessions) (2023). In 2014, she founded the non-profit Happy Hippie Foundation, which was supported by the web video series Backyard Sessions (2012–2023).
Cyrus has received numerous accolades, including two Grammy Awards, one Brit Award, five Billboard Music Awards, three MTV Video Music Awards, and eight Guinness World Records. She has appeared in listicles such as the Time 100 (2008 and 2014) and Forbes 30 Under 30 (2014 and 2021). Billboard ranked her as the ninth-greatest Billboard 200 female artist and the 62nd greatest artist of all time. Cyrus is the eighth highest-certified female digital singles artist by the RIAA, and one of the most successful artists of the 2010s by Billboard.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Miley_Cyrus_Primavera19_-226_%2848986293772%29_%28cropped%29.jpg/300px-Miley_Cyrus_Primavera19_-226_%2848986293772%29_%28cropped%29.jpg,female,"American singer, songwriter, and actress"
Milla Jovovich,"Milica Bogdanovna Jovovich ( YOH-və-vitch; born December 17, 1975), known professionally as Milla Jovovich (MEE-lə), is an American actress and model. Her starring roles in numerous science-fiction and action films led the music channel VH1 to deem her the ""reigning queen of kick-butt"" in 2006. In 2004, Forbes determined that she was the highest-paid model in the world.Born in Kiev and raised in Los Angeles, Jovovich began modeling when Herb Ritts photographed her for the cover of the Italian magazine Lei in 1987. Richard Avedon featured her in Revlon's ""Most Unforgettable Women in the World"" advertisements. In 1988, Jovovich made her screen debut in the television film The Night Train to Kathmandu and appeared in her first feature film, Two Moon Junction.
Jovovich gained attention for her role in the 1991 romance film Return to the Blue Lagoon. She was considered to have a breakthrough with her role in the 1997 French science-fiction action film The Fifth Element, written and directed by Luc Besson. She and Besson married that year, but soon divorced. She starred as the heroine and martyr in Besson's The Messenger: The Story of Joan of Arc (1999). From 2002 to 2016, Jovovich portrayed Alice in the action horror film franchise Resident Evil, which became the highest-grossing film series to be based on video games.Jovovich released a debut album, The Divine Comedy, in 1994, and a follow-up, The People Tree Sessions, in 1998. She continues to release demos for other songs on her official website and frequently contributes to film soundtracks. In 2003, model Carmen Hawk and she created the clothing line Jovovich–Hawk, which ran until 2008. Jovovich has her own production company, Creature Entertainment.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Milla_Jovovich_Cannes_2019.jpg/300px-Milla_Jovovich_Cannes_2019.jpg,female,American actress and model
Min-sik Choi,"Choi Min-sik (Korean: 최민식; born January 22, 1962) is a South Korean actor. Best known for his role in Oldboy (2003), the performance was critically acclaimed and won him the Best Actor prize at the 40th Baeksang Art Awards, the 24th Blue Dragon Awards, and the 41st Grand Bell Awards. His other notable works include Shiri (1999), Lady Vengeance (2005), I Saw the Devil (2010), Nameless Gangster: Rules of the Time (2012), New World (2013) and The Admiral: Roaring Currents (2014), which became the highest-grossing film in South Korea. For his performance in the latter, he won the Grand Prize at the 51st Baeksang Arts Awards.
In 2014, Choi came to prominence in Hollywood with his role in Lucy (2014). He was also listed as Gallup Korea's Film Actor of the Year.",,male,South Korean actor
Mindy Kaling,"Vera Mindy Chokalingam (born June 24, 1979), known professionally as Mindy Kaling (), is an American actress, comedian, screenwriter, and producer. Known for her extensive work on television, she has received numerous accolades including two Screen Actors Guild Awards and the Tony Award, and six Primetime Emmy Awards nominations. She was recognized by Time magazine as one of the 100 most influential people in the world in 2013 and was awarded the National Medal of the Arts from President Joe Biden in 2022.She first gained recognition starring as Kelly Kapoor in the NBC sitcom The Office (2005–2013), for which she also served as a writer, executive producer, and director. For her work on the series, she was nominated for a Primetime Emmy Award for Outstanding Writing in a Comedy Series. She gained wider attention for creating, producing and starring as Dr. Mindy Lahiri in the Fox/Hulu semi-biographical sitcom The Mindy Project (2012–2017), that was inspired some events in her early life. She then expanded her career creating numerous shows such as the NBC sitcom Champions (2018), the Hulu miniseries Four Weddings and a Funeral (2019), the Netflix comedy series Never Have I Ever (2020–2023) and the HBO Max comedy series The Sex Lives of College Girls (2021–present).Her film career includes voice roles in Despicable Me (2010), Wreck-It Ralph (2012), and Inside Out (2015) as well as live action roles in No Strings Attached (2011), The Five-Year Engagement (2012), A Wrinkle in Time and Ocean's 8 (both 2018), and Late Night (2019), the last of which she also wrote and produced. She wrote two memoirs both reaching The New York Times Best Seller list. She also received a Tony Award for Best Musical as a producer for the musical A Strange Loop. In 2012, Kaling founded the production company Kaling International.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Mindy_Kaling_by_Claire_Leahy_%28cropped%29.jpg/300px-Mindy_Kaling_by_Claire_Leahy_%28cropped%29.jpg,female,"American actress, comedian, screenwriter, and producer"
Minnie Driver,"Amelia Fiona ""Minnie"" Driver (born 31 January 1970) is a British and American actress. She rose to prominence with her break-out role in 1995's Circle of Friends. She went on to star in a wide range of films including the cult classic Grosse Pointe Blank, Gus Van Sant's Good Will Hunting for which she was nominated for both the Academy Award for Best Supporting Actress and a Screen Actors Guild Award, the musical The Phantom of the Opera, Owning Mahowny, and providing the voice of Lady Eboshi in Hayao Miyazaki's Princess Mononoke.
In television, Driver starred with Eddie Izzard in The Riches for which she was nominated for both an Emmy and a Golden Globe. She has starred in the ABC sitcom Speechless, the NBC sitcom About a Boy, and in a recurring role in the NBC series  Will & Grace. She has also starred in several British dramas, including The Deep for BBC One.
Predating her work as an actress, Driver started as a singer and has released three full solo albums over the span of her career. She has also lent her voice to a variety of animated series and films including SuperMansion and Tarzan as well as video games including Jurassic Park: Trespasser.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Minnie_Driver_2010.jpg/300px-Minnie_Driver_2010.jpg,female,British and American actress
Mira Sorvino,"Mira Katherine Sorvino (; born (1967-09-28)September 28, 1967) is an American actress. She won the Academy Award and Golden Globe for Best Supporting Actress for her performance in Woody Allen's Mighty Aphrodite (1995).

She also starred in the films Romy and Michele's High School Reunion (1997), Mimic (1997), Lulu on the Bridge (1998), The Replacement Killers (1998), Summer of Sam (1999), Gods and Generals (2003), Like Dandelion Dust (2009), and Sound of Freedom (2023). For her work in television, she was nominated for a Primetime Emmy Award for Outstanding Lead Actress in a Limited Series or Movie for her portrayal of Marilyn Monroe in Norma Jean & Marilyn (1996), and twice nominated for a Golden Globe for Best Actress – Miniseries or Television Film, again for her performance as Marilyn Monroe and for her leading role in Human Trafficking (2005).",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Mira_Sorvino_Wien_2013_a.jpg/300px-Mira_Sorvino_Wien_2013_a.jpg,female,American actress
Miranda Richardson,"Miranda Jane Richardson (born 3 March 1958) is an English actress who has worked extensively in film, television and theatre.After graduating from the Bristol Old Vic Theatre School, Richardson began her career in 1979 and made her West End debut in the 1981 play Moving, before being nominated for the 1987 Olivier Award for Best Actress for A Lie of the Mind.
Her films include Empire of the Sun, The Crying Game, The Line, the Cross, and the Curve, The Apostle, Sleepy Hollow, Chicken Run, The Hours, Spider, The Phantom Of The Opera, Harry Potter and the Goblet of Fire, The Young Victoria, Made in Dagenham, Belle, and Stronger.Her television credits include  Blackadder, A Dance to the Music of Time, Merlin, The Lost Prince, Gideon's Daughter, the sitcom The Life and Times of Vivienne Vyle, Rubicon and Good Omens.
Richardson has been nominated for the Academy Award for Best Supporting Actress for Damage and the Academy Award for Best Actress for Tom & Viv. A seven-time BAFTA Award nominee, she won the BAFTA Award for Best Actress in a Supporting Role for Damage. She has also been nominated for seven Golden Globe Awards, winning twice for Enchanted April and the TV film Fatherland.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Stronger_PC_02_%2837216444535%29.jpg/300px-Stronger_PC_02_%2837216444535%29.jpg,female,"English actress who has worked extensively in film, television and theatre"
Mireille Enos,"Marie Mireille Enos (; born September 22, 1975) is an American actress best known for the lead role as homicide detective Sarah Linden in the AMC crime drama series The Killing, for which she earned nominations for Outstanding Lead Actress in a Drama Series at the Golden Globes, and the Primetime Emmys. She has also received a nomination for a Tony Award for her role as Honey in the 2005 Broadway production of Who's Afraid of Virginia Woolf?",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Mireille_Enos_set_of_The_Killing_March_2012_%28cropped%29.jpg/300px-Mireille_Enos_set_of_The_Killing_March_2012_%28cropped%29.jpg,female,"American actress best known for the lead role as homicide detective Sarah Linden in the AMC crime drama series The Killing, for which she earned nominations for Outstanding Lead Actress in a Drama Series at the Golden Globes, and the Primetime Emmys"
Miyoshi Umeki,"Miyoshi Umeki (梅木 美代志, Umeki Miyoshi, or ミヨシ・ウメキ Miyoshi Umeki, May 8, 1929 – August 28, 2007) was a Japanese-American singer and actress. Umeki was nominated for the Tony Award and Golden Globe Award and was the first East Asia-born woman to win an Academy Award for acting.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Flower_Drum_Song_%281961%29_Press_Photo_of_Miyoshi_Umeki.jpg/300px-Flower_Drum_Song_%281961%29_Press_Photo_of_Miyoshi_Umeki.jpg,unclear,Japanese-American singer and actress
Mo'Nique,"Monique Angela Hicks (née Imes; born December 11, 1967), known mononymously as Mo'Nique, is an American stand-up comedian and actress. She has received various accolades, including an Academy Award, BAFTA Award, Golden Globe Award, and Screen Actors Guild Award, as well as nominations for a Primetime Emmy Award and a Grammy Award.
Mo'Nique first gained recognition for her work in stand-up comedy, debuting as a member of The Queens of Comedy. In 2002, she received a nomination for the Grammy Award for Best Comedy Album. She began her transition into mainstream film and television having a starring role as Nicole ""Nikki"" Parker in the UPN series The Parkers (1999–2004), as well as appearing in Phat Girlz (2006) and Welcome Home Roscoe Jenkins (2008).
In 2009, Mo'Nique garnered critical acclaim for her performance in the film Precious, for which she won numerous awards, including the Academy Award for Best Supporting Actress, becoming the fourth African-American woman to win the award. She has since hosted The Mo'Nique Show (2009–2011), and starred as Ma Rainey in the HBO biopic Bessie (2015), earning a Primetime Emmy Award nomination.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Mo%27Nique_attending_the_82nd_Academy_Awards_2010.jpg/300px-Mo%27Nique_attending_the_82nd_Academy_Awards_2010.jpg,female,American stand-up comedian and actress
Molly Ringwald,"Molly Kathleen Ringwald (born February 18, 1968) is an American actress, writer, and translator. She began her career as a child actress on the sitcoms Diff'rent Strokes and The Facts of Life (both 1979–1980) before being nominated for a Golden Globe for her performance in the drama film Tempest (1982). Ringwald became a teen idol following her appearances in filmmaker John Hughes' teen films Sixteen Candles (1984), The Breakfast Club (1985), and Pretty in Pink (1986). These films led to the media referring to her as a member of the ""Brat Pack."" Her final teen roles were in For Keeps and Fresh Horses (both in 1988). 
Following leading roles in King Lear (1987), The Pick-up Artist (1987), Strike It Rich (1990), and Betsy's Wedding (1990), Ringwald moved to Paris and began acting in French films. In subsequent decades, Ringwald acted in the television shows The Secret Life of the American Teenager (2008–2013), Riverdale (2017–2023), Creepshow (2021), and Dahmer – Monster: The Jeffrey Dahmer Story (2022). In February 2024, Ringwald made her runway modeling debut at New York Fashion Week, walking for Batsheva.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Actress_Molly_Ringwald.jpg/300px-Actress_Molly_Ringwald.jpg,female,"American actress, writer, and translator"
Montgomery Clift,"Edward Montgomery Clift (; October 17, 1920 – July 23, 1966) was an American actor. A four-time Academy Award nominee, he was known for his portrayal of ""moody, sensitive young men"", according to The New York Times.He is best remembered for his roles in Howard Hawks's Red River (1948), George Stevens's A Place in the Sun (1951), Fred Zinnemann's From Here to Eternity (1953), Stanley Kramer's Judgment at Nuremberg (1961), and John Huston's The Misfits (1961).
Along with Marlon Brando and James Dean, Clift was considered one of the original method actors in Hollywood (though Clift distanced himself from the term); he was one of the first actors to be invited to study in the Actors Studio with Lee Strasberg and Elia Kazan. He also executed a rare move by not signing a contract after arriving in Hollywood, only doing so after his first two films were a success. This was described as ""a power differential that would go on to structure the star–studio relationship for the next 40 years"". A documentary titled Making Montgomery Clift was made by his nephew in 2018, to clarify myths that were created about the actor.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/MontgomeryClift.jpg/300px-MontgomeryClift.jpg,male,American actor
Morgan Freeman,"Morgan Freeman (born June 1, 1937) is an American actor, producer, and narrator. Throughout a career spanning five decades and multiple film genres, he has received numerous accolades, including an Academy Award, a Golden Globe Award, and a Screen Actors Guild Award as well as a nomination for a Tony Award. He has also been awarded the Kennedy Center Honor in 2008, an AFI Life Achievement Award in 2011, the Cecil B. DeMille Award in 2012, and Screen Actors Guild Life Achievement Award in 2018.
Born in Memphis, Tennessee, Freeman was raised in Mississippi, where he began acting in school plays. He studied theater arts in Los Angeles and appeared in stage productions in his early career. He rose to fame in the 1970s for his role in the children's television series The Electric Company. Freeman then appeared in the Shakespearean plays Coriolanus and Julius Caesar, the former of which earned him an Obie Award. In 1978, he received a nomination for the Tony Award for Best Featured Actor in a Play for his role as Zeke in the Richard Wesley play The Mighty Gents.
Freeman went on to receive the Academy Award for Best Supporting Actor for his performance in Clint Eastwood's sports drama Million Dollar Baby (2004). His other Oscar-nominated roles are in Street Smart (1987), Driving Miss Daisy (1989), The Shawshank Redemption (1994), and Invictus (2009). Other notable roles include in Glory (1989), Lean on Me (1989), Robin Hood: Prince of Thieves (1991), Unforgiven (1992), Se7en (1995), Amistad (1997), Gone Baby Gone (2007), and The Bucket List (2007). He also portrayed Lucius Fox in Christopher Nolan's The Dark Knight Trilogy (2005–2012) and starred in the action films Wanted (2008), Red (2010), Oblivion (2013), Now You See Me (2013), and Lucy (2014).
Known for his distinctive voice, he has narrated numerous documentary projects, including The Long Way Home (1997), March of the Penguins (2005), Through the Wormhole (2010–2017), The Story of God with Morgan Freeman (2016–2019), Our Universe (2022) and Life on Our Planet (2023). He made his directorial debut with the drama Bopha! (1993). He founded film production company Revelations Entertainment with business partner Lori McCreary in 1996 where he produced numerous projects including CBS political drama Madam Secretary from 2014 to 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Morgan_Freeman_at_The_Pentagon_on_2_August_2023_-_230802-D-PM193-3363_%28cropped%29.jpg/300px-Morgan_Freeman_at_The_Pentagon_on_2_August_2023_-_230802-D-PM193-3363_%28cropped%29.jpg,male,"American actor, producer, and narrator"
Naomi Watts,"Naomi Ellen Watts (born 28 September 1968) is a British actress. After her family moved to Australia, she made her film debut there in the drama For Love Alone (1986) and then appeared in three television series, Hey Dad..! (1990), Brides of Christ (1991), and Home and Away (1991), and the film Flirting (1991). After moving to the United States, Watts initially struggled as an actress, taking roles in small-scale films until she starred in David Lynch's psychological thriller Mulholland Drive in 2001 as an aspiring actress. The role began her rise to international prominence.
Watts then played a tormented journalist in the horror remake The Ring (2002). She was nominated for the Academy Award for Best Actress for her performance as a grief-stricken mother in Alejandro González Iñárritu's film 21 Grams (2003). Her popularity continued to rise with starring roles in I Heart Huckabees (2004), King Kong (2005), Eastern Promises (2007), and The International (2009).
For her role as Maria Bennett in the disaster film The Impossible (2012), Watts received another Academy Award nomination for Best Actress. In the 2010s, she starred in films including Birdman (2014), St. Vincent (2014), While We're Young (2015), The Glass Castle (2017), and Luce (2019). Watts also appeared in the Divergent franchise (2015–2016), and she ventured into television with the Showtime mystery series Twin Peaks (2017) and the biographical miniseries The Loudest Voice (2019). In 2022, she began starring in the Netflix thriller series The Watcher, and in 2024, she portrayed Babe Paley in the anthology series Feud: Capote vs. The Swans.
Watts is particularly known for her work in remakes and independent productions with dark or tragic themes, as well as portrayals of characters that endure loss or suffering. Magazines such as People and Maxim have included her on their lists of the world's most beautiful women. She has been an ambassador for the Joint United Nations Programme on HIV/AIDS and Pantene's Beautiful Lengths. Despite receiving significant media attention, Watts is reticent about discussing her personal life. From 2005 to 2016, she was in a relationship with American actor Liev Schreiber, with whom she has two sons. In June 2023, she married American actor Billy Crudup.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Naomi_Watts_%2836037832511%29_%28cropped%29.jpg/300px-Naomi_Watts_%2836037832511%29_%28cropped%29.jpg,female,British actress
Nastassja Kinski,"Nastassja Aglaia Kinski (German: [nasˈtasi̯a ˈkɪnskiː] ; née Nakszynski, Polish: [nakˈʂɨj̃skʲi]; born 24 January 1961) is a German actress and former model who has appeared in more than 60 films in Europe and the United States. Her worldwide breakthrough was with Stay as You Are (1978). She then came to global prominence with her Golden Globe Award-winning performance as the title character in the Roman Polanski-directed film Tess (1979). Other films in which she acted include the Francis Ford Coppola musicial romance film One from the Heart (1982), erotic horror film Cat People (1982) from Paul Schrader and the Wim Wenders drama films Paris, Texas (1984) and Faraway, So Close! (1993). She also appeared in the biographical drama film An American Rhapsody (2001). She is the daughter of German actor Klaus Kinski.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Nastassja_Kinski_%282%29_crop.jpg/300px-Nastassja_Kinski_%282%29_crop.jpg,female,German actress and former model who has appeared in more than 60 films in Europe and the United States
Natalie Dormer,"Natalie Dormer (born 11 February 1982) is an English actress. Her accolades include winning an Empire Award, and receiving nominations for a Critics' Choice Award, two Gemini Awards, and two Screen Actors Guild Awards.
Born in Reading, Berkshire, Dormer had her breakthrough playing the role of Anne Boleyn on the Showtime series The Tudors (2007–10), which earned her widespread acclaim. She made her stage debut in Sweet Nothings (2010) and portrayed the Duchess of York in Madonna's film W.E. (2011) and Private Lorraine in Captain America: The First Avenger (2011). Her performance in After Miss Julie (2012) at the Young Vic was praised.
Dormer earned international attention and acclaim for playing Margaery Tyrell on the HBO series Game of Thrones (2012–2016) and Cressida in the last two parts of The Hunger Games franchise (2014–2015), which rank as her highest-grossing films. She has also portrayed Irene Adler/Moriarty on the CBS series Elementary (2013–15) and Sara Price/Jess Price in The Forest (2016), and voiced Onica in the series The Dark Crystal: Age of Resistance (2019).",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Natalie_Dormer_by_Gage_Skidmore_2.jpg/300px-Natalie_Dormer_by_Gage_Skidmore_2.jpg,female,English actress
Natalie Portman,"Natalie Portman (née Hershlag, Hebrew: נטע-לי הרשלג, born (1981-06-09)June 9, 1981) is an Israeli-born American actress. She has had a prolific film career since her teenage years and has starred in various blockbusters and independent films, receiving multiple accolades, including an Academy Award and two Golden Globe Awards.
Portman began her acting career at age twelve, when she starred as the young protégée of a hitman in the action film Léon: The Professional (1994). While in high school, she made her Broadway debut in a 1998 production of The Diary of a Young Girl and gained international recognition for starring as Padmé Amidala in Star Wars: Episode I – The Phantom Menace (1999). From 1999 to 2003, Portman attended Harvard University, graduating with a bachelor's degree in psychology. She reduced her number of acting roles, but continued to act in the Star Wars prequel trilogy (2002, 2005) and in The Public Theater's 2001 revival of Anton Chekhov's play The Seagull.
In 2004, Portman was nominated for the Academy Award for Best Supporting Actress and won a Golden Globe for playing a mysterious stripper in the romantic drama Closer. Portman's career further advanced with her starring roles as Evey Hammond in V for Vendetta (2005), Anne Boleyn in The Other Boleyn Girl (2008), and a troubled ballerina in the psychological thriller Black Swan (2010), for which she won the Academy Award for Best Actress. She starred in the romantic comedy No Strings Attached (2011) and portrayed Jacqueline Kennedy in the biopic Jackie (2016), which earned her a third Academy Award nomination. Portman has also featured as Jane Foster in the Marvel Cinematic Universe superhero films Thor (2011), Thor: The Dark World (2013), and Thor: Love and Thunder (2022), which established her as one of the world's highest-paid actresses. Co-founding the production company MountainA in 2021, Portman produced and starred in the drama May December (2023).
Portman's directorial ventures include the short film Eve (2008) and the biographical drama A Tale of Love and Darkness (2015). She is vocal about the politics of the United States and Israel, and is an advocate for animal rights and environmental causes. She was married to dancer and choreographer Benjamin Millepied from 2012 to 2024, with whom she has two children.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Natalie_Portman_%2848470988352%29_%28cropped%29.jpg/300px-Natalie_Portman_%2848470988352%29_%28cropped%29.jpg,female,Israeli-born American actress
Natalie Wood,"Natalie Wood (née Zacharenko; July 20, 1938 – November 29, 1981) was an American actress who began her career in film as a child and successfully transitioned to young adult roles.
Wood started acting at age four and was given a co-starring role at age eight in Miracle on 34th Street (1947). As a teenager, she was nominated for an Academy Award for Best Supporting Actress for her performance in Rebel Without a Cause (1955), followed by a role in John Ford's The Searchers (1956). Wood starred in the musical films West Side Story (1961) and Gypsy (1962) and received nominations for an Academy Award for Best Actress for her performances in Splendor in the Grass (1961) and Love with the Proper Stranger (1963). Her career continued with films such as Sex and the Single Girl (1964), The Great Race (1965), Inside Daisy Clover (1965), and Bob & Carol & Ted & Alice (1969).
During the 1970s, Wood began a hiatus from film and had two daughters: one with her second husband Richard Gregson, and one with Robert Wagner, her first husband whom she married again after divorcing Gregson. She acted in only two feature films throughout the decade, but she appeared slightly more often in television productions, including a remake of From Here to Eternity (1979) for which she won a Golden Globe Award. Wood's films represented a ""coming of age"" for her and for Hollywood films in general. Critics have suggested that her cinematic career represents a portrait of modern American womanhood in transition, as she was one of the few to take both child roles and those of middle-aged characters.On November 29, 1981, at the age of 43, Wood drowned in the Pacific Ocean near Santa Catalina Island during a break from production of her would-be comeback film Brainstorm (1983). She was with her husband Wagner and Brainstorm co-star Christopher Walken. The events surrounding her death have been the subject of conflicting witness statements, prompting the Los Angeles County Sheriff's Department, under the instruction of the coroner's office, to list her cause of death as ""drowning and other undetermined factors"" in 2012. In 2018, Wagner was named as a person of interest in the ongoing investigation into her death.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Natalie_Wood_Allan_Warren.jpg/300px-Natalie_Wood_Allan_Warren.jpg,female,American actress who began her career in film as a child and successfully transitioned to young adult roles
Nathan Lane,"Nathan Lane (born Joseph Lane; February 3, 1956) is an American actor. Since 1975, he has been seen on stage and screen in both comedic and dramatic roles. Lane has received numerous awards, including three Tony Awards, six Drama Desk Awards, two Obie Awards, the Olivier Award, three Emmy Awards, and a Screen Actors Guild Award. Lane received a star on the Hollywood Walk of Fame in 2006 and was inducted into the American Theater Hall of Fame in 2008. In 2010, The New York Times hailed Lane as ""the greatest stage entertainer of the decade"".Lane made his professional theatre debut in 1978 in an off-Broadway production of A Midsummer Night's Dream. During this time he also briefly appeared as one half of the comedy team of Stack and Lane, until he was cast in the 1982 Broadway revival of Noël Coward's Present Laughter directed by and starring George C. Scott. This led to an extensive career onstage, where he had a long friendship and fruitful collaboration with the playwright Terrence McNally which started in 1989 with the Manhattan Theater Club production of The Lisbon Traviata.
A six-time Tony Award nominee, he has won three times, for Best Actor in a Musical for Pseudolus in Stephen Sondheim's A Funny Thing Happened on the Way to the Forum (1996) and Max Bialystock in Mel Brooks' The Producers (2001), and Best Featured Actor in a Play for Roy Cohn in Tony Kushner's Angels in America (2018). His other Tony-nominated roles were in Guys and Dolls (1992), The Nance (2013), and The Front Page (2016). Amongst his 25 Broadway credits are The Man Who Came To Dinner (2000), The Odd Couple (2005), Butley (2006), Waiting For Godot (2009), The Addams Family (2010), It's Only a Play (2014), Gary: A Sequel to Titus Andronicus (2019), and Pictures from Home (2023).
Lane has appeared in over 35 films, including The Lion King (1994), The Birdcage (1996), Mouse Hunt (1997), The Producers (2005), and Beau is Afraid (2023). He received the Primetime Emmy Award for Outstanding Guest Actor in a Comedy Series for the Hulu mystery comedy series Only Murders in the Building in 2022. His other Emmy-nominated roles were for Frasier, Mad About You, Modern Family, and The Good Wife. He has also appeared in The People v. O. J. Simpson: American Crime Story (2016), Penny Dreadful: City of Angels (2020), and The Gilded Age (2022–).",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/NathanLane2018_%28cropped%29.jpg/300px-NathanLane2018_%28cropped%29.jpg,male,American actor
